iri,label,notation,definition,altLabels,broader,narrower,related,scheme
http://resource.geosciml.org/classifier/cgi/boreholedrillingmethod/box_core,box core,,A sampling method that obtains a large volume or large surface area core with shallow penetration and minimum disturbance. Commonly uses a double spade system.,,,,,https://linked.data.gov.au/def/borehole-drilling-method-western-australia
http://resource.geosciml.org/classifier/cgi/boreholedrillingmethod/gravity_core,gravity core,,"Used only where short cores are required. The core barrel is gravity forced into poorly consolidated material, producing near-surface, high-quality core.",,,,,https://linked.data.gov.au/def/borehole-drilling-method-western-australia
http://resource.geosciml.org/classifier/cgi/boreholedrillingmethod/kasten_core,Kasten core,,"Large volume, relatively undisturbed sediment core (~3 m long) from a Kasten Corer. The corer is constructed of stainless steel and is square in cross-section. A weight of several hundred kilograms on top of the corer pushes it 2 to 3 m into the seabed.",,,,,https://linked.data.gov.au/def/borehole-drilling-method-western-australia
http://resource.geosciml.org/classifier/cgi/boreholedrillingmethod/vibrocore,vibrocore,VIBRA,"A core tube is attached to a source of mechanical vibration (the power head) and lowered into sediment. The vibrations provide energy for rearranging the particles within the sediment in such a way that the core tube penetrates under the static weight of the vibracoring apparatus. Samples include stiff and stony clays, soft rock and sands, and saturated sediments which can not be sampled using gravity or piston corers. Also known as VIBRA.","VIBRA|vibracore",,,,https://linked.data.gov.au/def/borehole-drilling-method-western-australia
https://linked.data.gov.au/def/borehole-drilling-method-western-australia/hybrid-drilling,hybrid drilling,,"Any drilling method that uses a non-rotating drillstem (i.e. the string of pipe that transmits power from the surface down to the drillbit) and a rotating drillbit (the part of the bottom-hole assembly that cuts, grinds or breaks the bottom-hole formation to make the hole).",,,"https://linked.data.gov.au/def/borehole-drilling-method-western-australia/coiled-tubing|https://linked.data.gov.au/def/borehole-drilling-method-western-australia/downhole-motor",,https://linked.data.gov.au/def/borehole-drilling-method-western-australia
https://linked.data.gov.au/def/borehole-drilling-method-western-australia/hydraulic-jet,hydraulic jet,,Drilling method used in unconsolidated formations and achieved by water circulation through the rods to wash cuttings away from the front of the bit. The cuttings flow up the annular space and into a settling pit so that the water can be recirculated. Jetting in semiconsolidated formations may be assisted by using a combination of rotary and percussion techniques.,"hydraulic drilling|jetting|water jet drilling|waterjet drilling",,,,https://linked.data.gov.au/def/borehole-drilling-method-western-australia
https://linked.data.gov.au/def/borehole-drilling-method-western-australia/hydraulic-rotary,hydraulic rotary,RM,"A drilling method using a drillstem equipped with a bit that is rotated to cut and grind the rock with a fluid pumped down the stem to force cuttings up through the annular space between the stem and the wall of the hole. Oil well drilling of this type utilizes tri-cone roller, carbide-embedded, fixed-cutter diamond or diamond-impregnated drillbits. This is preferred because there is no need to return intact samples to surface for assay as the objective is to reach a formation containing oil or natural gas. Sizable machinery is used, enabling depths of several kilometres to be penetrated. Rotating hollow drillpipes carry down bentonite and barite infused drilling muds to lubricate, cool, and clean the drilling bit, control downhole pressures, stabilize the wall of the borehole and remove drill cuttings. Also used in minerals exploration to penetrate difficult ground (i.e. swelling clays or waste rock) without stopping, to reduce cost or the chance of bogging.","RM|hydraulic rotary drilling|mud rotary drilling|rotary mud drilling",,,,https://linked.data.gov.au/def/borehole-drilling-method-western-australia
https://linked.data.gov.au/def/borehole-drilling-method-western-australia/non-rotary,non-rotary drilling,,"Any drilling method that uses a non-rotating drillstem (i.e. the string of pipe that transmits power from the surface down to the drillbit) and a non-rotating drillbit (the part of the bottom-hole assembly that cuts, grinds or breaks the bottom-hole formation to make the hole).",,,"https://linked.data.gov.au/def/borehole-drilling-method-western-australia/drop-core-drilling|https://linked.data.gov.au/def/borehole-drilling-method-western-australia/hydraulic-jet|http://resource.geosciml.org/classifier/cgi/boreholedrillingmethod/cable_tool_drilling|http://resource.geosciml.org/classifier/cgi/boreholedrillingmethod/direct_push",,https://linked.data.gov.au/def/borehole-drilling-method-western-australia
http://resource.geosciml.org/classifier/cgi/boreholedrillingmethod/cable_tool_drilling,cable tool,,"A percussion drilling method that uses a heavy drilling tool that is raised and lowered with enough force to pulverise the rock, with the debris removed by a bailer. Although this drilling method has largely been supplanted in recent years by other, faster drilling techniques, it is still the most practicable drilling method for large diameter, deep bedrock wells, and in widespread use for small rural water supply wells. The impact of the drillbit fractures the rock and in many shale rock situations increases the water flow into a well over rotary. Many large diameter water supply wells, especially deep wells completed in bedrock aquifers, were completed using this drilling method.","cable percussion drilling|cable-tool",,,,https://linked.data.gov.au/def/borehole-drilling-method-western-australia
http://resource.geosciml.org/classifier/cgi/boreholedrillingmethod/direct_push,direct push drilling,,"Direct push technology includes several types of drilling rigs and drilling equipment that advance a drillstring by pushing or hammering without rotating the drillstring. Direct push rigs include both cone penetration testing rigs and direct push sampling rigs such as a PowerProbe or Geoprobe. Direct push rigs typically are limited to drilling in unconsolidated soil materials and very soft rock. Direct push drilling rigs use hydraulic cylinders and a hydraulic hammer in advancing a hollow core sampler, typically no longer than 2 m, to gather soil and groundwater samples. The core pipe has a valve on top that is used to create a vacuum at the top of the core when pulling the core out of the sediment. The method can be used in up to 5 m of water.",,,"https://linked.data.gov.au/def/borehole-drilling-method-western-australia/piston-core|http://resource.geosciml.org/classifier/cgi/boreholedrillingmethod/delft_sampler|http://resource.geosciml.org/classifier/cgi/boreholedrillingmethod/geoprobe_core|http://resource.geosciml.org/classifier/cgi/boreholedrillingmethod/mackereth_core|http://resource.geosciml.org/classifier/cgi/boreholedrillingmethod/probe|http://resource.geosciml.org/classifier/cgi/boreholedrillingmethod/window_sampler",,https://linked.data.gov.au/def/borehole-drilling-method-western-australia
https://linked.data.gov.au/def/borehole-drilling-method-western-australia/piston-core,piston core,,"The piston corer is a long, heavy tube plunged into the sediments at the bottom of water bodies to extract samples of mud, silt and clay. Piston corers have a piston mechanism that is triggered when the corer hits the bottom. The piston helps to avoid disturbing the sediment, keeps settled material or cavings out of the tube as it is run into the hole and helps to retain the sample in the tube.",,,,,https://linked.data.gov.au/def/borehole-drilling-method-western-australia
https://linked.data.gov.au/def/borehole-drilling-method-western-australia/power-auger,power auger,,"Mechanically driven auger drilling is typically used for surface geochemistry sampling or for holes that are too wide or deep for hand auger drilling. Auger drilling is done with a helical screw which is driven into the ground with rotation; the earth is lifted up the borehole by the blade of the screw. Small power augers can be portable or mounted on the back of a utility truck, with larger auger rigs used for construction, like sinking piles for bridge foundations or mine shafts.","continuous flight auger|plate auger|short flight auger",,,,https://linked.data.gov.au/def/borehole-drilling-method-western-australia
https://linked.data.gov.au/def/borehole-drilling-method-western-australia/reverse-circulation,reverse circulation,RC,"The drilling mechanism for reverse circulation (RC) drilling is a pneumatic reciprocating piston known as a 'hammer' driving a tungsten-steel drillbit. Compressed air passes down to the drillbit along the annular space between an outer and inner drill rod to return to the surface inside the rods carrying drill cuttings. This is the reverse of the air path employed in normal ‘open hole’ rotary percussion drilling (including RAB drilling). At the top of the hole, the air and drill cuttings are passed through a cyclone to collect the cuttings for sampling. The RC drilling technique prevents the upcoming sample from being contaminated with material from the wall of the hole above the sampling depth. RC drilling utilizes much larger rigs and machinery and comparatively higher air pressure. Depths of up to 500 m are routinely achieved.","RC|RC hammer drilling|reverse circulation drilling",,,,https://linked.data.gov.au/def/borehole-drilling-method-western-australia
https://linked.data.gov.au/def/borehole-drilling-method-western-australia/rotary-air-blast,rotary air blast,RAB,"Rotary air blast drilling (RAB) is an 'open hole' rotary drilling method whereby rock or sediment chips are generated by a drag bit or pneumatic reciprocating piston-driven hammer and the cuttings are blown up on the outside of the drill rods by air, or a combination of air and foam, and collected at the surface. It is used most frequently in the mineral exploration industry.","RAB|RAB drilling|blade drilling|down-the-hole drilling|percussion rotary air blast|rotary air blast drilling|rotary air drilling",,,,https://linked.data.gov.au/def/borehole-drilling-method-western-australia
https://linked.data.gov.au/def/borehole-drilling-method-western-australia/rotary-drilling,rotary drilling,,"Any drilling method that uses both a rotating drillstem (i.e. the string of pipe that transmits power from the surface down to the drillbit) and drillbit (the part of the bottom-hole assembly that cuts, grinds or breaks the bottom-hole formation to make the hole).",,,"https://linked.data.gov.au/def/borehole-drilling-method-western-australia/air-core|https://linked.data.gov.au/def/borehole-drilling-method-western-australia/bucket-drilling|https://linked.data.gov.au/def/borehole-drilling-method-western-australia/core-drilling|https://linked.data.gov.au/def/borehole-drilling-method-western-australia/hydraulic-rotary|https://linked.data.gov.au/def/borehole-drilling-method-western-australia/reverse-circulation|https://linked.data.gov.au/def/borehole-drilling-method-western-australia/rotary-air-blast|http://resource.geosciml.org/classifier/cgi/boreholedrillingmethod/auger|http://resource.geosciml.org/classifier/cgi/boreholedrillingmethod/sonic|https://linked.data.gov.au/def/borehole-drilling-method-western-australia/rotary-hammer|https://linked.data.gov.au/def/borehole-drilling-method-western-australia/vacuum",,https://linked.data.gov.au/def/borehole-drilling-method-western-australia
http://resource.geosciml.org/classifier/cgi/boreholedrillingmethod/auger,auger drilling,AUG,"Auger drilling is done with a helical screw that is driven into the ground with rotation; the earth is lifted up the borehole by the blade of the screw. Auger drills may be either rotated by hand or mechanically driven. Hollow stem auger drilling is used for softer ground such as swamps where the hole will not stay open by itself, and for environmental drilling, geotechnical drilling, soil engineering and geochemistry reconnaissance work in exploration for mineral deposits. Solid flight augers/bucket augers are used in harder ground construction drilling. In some cases, mine shafts are dug with auger drills. Small augers can be mounted on the back of a utility truck, with large augers used for sinking piles for bridge foundations.","continuous flight auger|AUG|hollow stem auger|solid stem auger",,"https://linked.data.gov.au/def/borehole-drilling-method-western-australia/power-auger|http://resource.geosciml.org/classifier/cgi/boreholedrillingmethod/hand_auger",,https://linked.data.gov.au/def/borehole-drilling-method-western-australia
http://resource.geosciml.org/classifier/cgi/boreholedrillingmethod/sonic,sonic,SON,"A sonic or vibratory drillhead works by sending high-frequency resonant vibrations down the drillstring to the drillbit, while the operator controls these frequencies to suit the specific conditions of the soil/rock geology. Vibrations may also be generated within the drillhead. The frequency is generally between 50 and 180 Hz (cycles per second) and can be varied by the operator. Resonance magnifies the amplitude of the drillbit, which fluidizes the soil particles at the bit face, allowing for fast and easy penetration through most geological formations. An internal spring system isolates these vibrational forces from the rest of the drill rig.","SON|sonic drilling|vibratory",,,,https://linked.data.gov.au/def/borehole-drilling-method-western-australia
https://linked.data.gov.au/def/borehole-drilling-method-western-australia/rotary-hammer,rotary hammer,RH,"A rotary percussion drilling method using a cutting tool powered by compressed air that creates a rapid percussion effect coupled with rotary action to drill hard rocks. The hammer can be either down the hole (DHH) at the bottom of the drillstring or at the top of the drillstring (top-hole hammer). Rotary hammer drilling is commonly referred to in industry as percussion drilling and is an ‘open hole’ method, meaning that the drill cuttings are blown up on the outside of the drill rods. Note that percussion is also applied in other methods. For example, reverse circulation (RC) drilling uses this cutting method, but the drill cuttings return to the surface within the drill rods. A rotary hammer is also a common component in rotary air blast (RAB) drilling. Usage of ‘rotary hammer’ is recommended for instances where the ’open hole’ sampling method is used but where details of the sample return method are unknown. It should be avoided if a more specific term is known (e.g. RAB or RC drilling), as well as where it represents only a minor component of the borehole drilling (e.g. bottom of hole for aircore drilling).","DHH|RH|down hole hammer drilling|down-the-hole hammer drilling|downhole hammer drilling|percussion drilling|rotary hammer drilling|top hole hammer drilling|tophole hammer drilling",,,,https://linked.data.gov.au/def/borehole-drilling-method-western-australia
https://linked.data.gov.au/def/borehole-drilling-method-western-australia/vacuum,vacuum,VAC,"Vacuum drilling is principally designed for mineral exploration drilling to provide a low-cost, efficient recovery of uncontaminated drill samples. Vacuum drilling uses a tungsten carbide tipped blade bit to make the hole. The cuttings are then ‘sucked’ up the drillpipe using an industrial vacuum pump. The sample is separated from the air flow through a sealed cyclone into a transparent collection (vacuum) flask. Any remaining fine material is removed by a secondary filter before the air passes through the vacuum pump and vented to the atmosphere. In softer material, drilling with this method is a fast, accurate and economical method of obtaining samples. Although hole depths of 50 m or more have been recorded, most are less than 10 m.","VAC|vacuum drilling",,,,https://linked.data.gov.au/def/borehole-drilling-method-western-australia
https://linked.data.gov.au/def/borehole-drilling-method-western-australia/unknown,unknown,,Use when statutory submissions from the resource industry do not specify the drilling method used while drilling a specific borehole.,,,,,https://linked.data.gov.au/def/borehole-drilling-method-western-australia
https://linked.data.gov.au/def/borehole-drilling-method-western-australia/wireline-core,wireline core,,"Wireline core drilling is a technique used to extract the core without having to retrieve the entire string of drill rods, which generally are retracted only when the hole is finished or the drillbit must be replaced. Drill rods are added at the top as required to extend the drillstring as the hole gets deeper. The core sample is carried by an inner tube (core barrel) locked in place in contact with the drilling head. To recover the core, the drive system is disconnected, opening the top of the drillstring. A tool called the overshot assembly is lowered at the end of a wire using the retraction winch. When it reaches the core barrel, it locks onto the top and, applying tension to the wire, unlocks the core barrel from the drillhead and retracts both the core barrel and core sample to the open top end of the drillstring. Here, the core sample is removed before returning the empty core barrel down the drill tube to lock back onto to the cutting head and drilling recommences.","wireline core drilling|wireline diamond drilling",,,,https://linked.data.gov.au/def/borehole-drilling-method-western-australia
http://resource.geosciml.org/classifier/cgi/boreholedrillingmethod/hand_auger,hand auger,,"A hand auger consists of a hollow stem steel rod, rotated by hand. Various steel augers can be attached at the bottom end of the drill rod. The augers are rotated into the ground until they are filled, and then lifted out of the borehole to be emptied. Extension rods can be added for extra depth.",,,,,https://linked.data.gov.au/def/borehole-drilling-method-western-australia
http://resource.geosciml.org/classifier/cgi/boreholedrillingmethod/cone_penetrometer_test_probe,cone penetrometer test probe,CPT,"A metal rod with an instrumented cone tip pushed hydraulically or by hammering into weakly consolidated ground at a controlled rate. Tip resistance, sleeve friction and water pressure are commonly measured parameters. Includes static and dynamic cone penetration tests.","CPT|CPT probe|Dutch cone test|cone penetration",,,,https://linked.data.gov.au/def/borehole-drilling-method-western-australia
http://resource.geosciml.org/classifier/cgi/boreholedrillingmethod/delft_sampler,Delft sampler,,"The Delft continuous sampler, developed by GeoDelft, is used for obtaining high quality samples within very soft cohesive soils. The sampling system is available in two sizes to take continuous samples, 29 or 66 mm in diameter, normally with a maximum penetration of about 18 m. A steel outer tube is pushed into the ground using standard CPT (cone penetrometer test) equipment and the soil sample core is fed into a thin-walled plastic inner tube as the sampler advances. After extraction, the samples are cut into 1 m lengths and placed in purpose-made cases, being retained in the plastic tubes.",Delft continuous sampler,,,,https://linked.data.gov.au/def/borehole-drilling-method-western-australia
http://resource.geosciml.org/classifier/cgi/boreholedrillingmethod/geoprobe_core,Geoprobe core,,"A proprietary type of direct push drilling. High-quality core is extracted by hydraulic power. Used in rough terrain, soft sand, mud, shallow water or tight, congested areas.",,,,,https://linked.data.gov.au/def/borehole-drilling-method-western-australia
http://resource.geosciml.org/classifier/cgi/boreholedrillingmethod/mackereth_core,Mackereth core,,"The Mackereth corer (Mackereth, 1958; Smith, 1959) is a pneumatic device that consists of a cylindrical aluminium chamber about 1.2 m long and 0.5 m in diameter. The apparatus is lowered to the lake floor on a rope, and air hoses connect the chamber to the vessel at the water surface. Compressed air is used to pump the water out of the chamber and then to force the inner core barrel downward through the chamber and into the sediment. The method can recover single-drive moderate (up to 12 m) cores from lakes of diverse depths. Mackereth cores can be deployed on virtually any small craft and can be used in water depths up to 100 m.",,,,,https://linked.data.gov.au/def/borehole-drilling-method-western-australia
http://resource.geosciml.org/classifier/cgi/boreholedrillingmethod/probe,probe,,An object (e.g. penetrometer) inserted into the substrate that records material properties without taking physical samples.,,,"http://resource.geosciml.org/classifier/cgi/boreholedrillingmethod/cone_penetrometer_test_probe|http://resource.geosciml.org/classifier/cgi/boreholedrillingmethod/mackintosh_probe",,https://linked.data.gov.au/def/borehole-drilling-method-western-australia
http://resource.geosciml.org/classifier/cgi/boreholedrillingmethod/window_sampler,window sampler,,"Window or windowless sampling uses either a drop weight or hydraulic hammer to drive 1 m or 2 m long sample tubes into the ground. The sample tubes have open slots or 'windows' along their length to allow for logging and sampling. In windowless sampling, the sample tube contains a liner which retains the sample and reduces potential for cross contamination of soils during the drilling process. Window or windowless sampling is used to bore through shallow soft soils to investigate the substrata in order to gain a profile of the ground conditions and to facilitate soil sampling for chemical and geotechnical analysis.",dynamic sampling,,,,https://linked.data.gov.au/def/borehole-drilling-method-western-australia
http://resource.geosciml.org/classifier/cgi/boreholedrillingmethod/mackintosh_probe,Mackintosh probe,,"The Mackintosh tool consists of rods that can be threaded together with barrel connectors and which are normally fitted with a driving point at their base, and a light hand-operated driving hammer at their top. The tool provides a very economical method of determining the thickness of soft deposits such as peat. The driving point is streamlined in longitudinal section with a maximum diameter of 27 mm. The drive hammer has a total weight of about 4 kg. The rods are 1.2 m long and 12 mm diameter. The device is often used to provide a depth profile by driving the point and rods into the ground with equal blows of the full drop height available from the hammer: the number of blows for each 150 mm of penetration is recorded.",,,,,https://linked.data.gov.au/def/borehole-drilling-method-western-australia
