iri,label,notation,definition,altLabels,broader,narrower,related,scheme
https://linked.data.gov.au/def/earthsci-for/astrobiology,astrobiology,510101,"The field of science concerned with the study of life in the universe and attempting to solve the mystery of how life emerged on Earth. This includes the search for life beyond Earth, studying environments that could support life as well as investigating interactions between planets and their stars and exploring how this could influence life. Astrobiology is very much an interdisciplinary endeavour encompassing a wide range of scientific fields such as, but not limited to; biology, astronomy, chemistry, geology, atmospheric science, oceanography, and even aeronautical engineering.",,https://linked.data.gov.au/def/earthsci-for/astronomical-sciences,,,https://linked.data.gov.au/def/earthsci-for
https://linked.data.gov.au/def/earthsci-for/astronomical-sciences,astronomical sciences,5101,"The natural sciences that study celestial objects and the phenomena that occur in the cosmos. It uses mathematics, physics, and chemistry to explain their origin and their overall evolution. Objects of interest include planets, moons, stars, nebulae, galaxies, meteoroids, asteroids, and comets or, more generally, everything that originates beyond Earth's atmosphere.",,https://linked.data.gov.au/def/earthsci-for/physical-sciences,https://linked.data.gov.au/def/earthsci-for/astrobiology,,https://linked.data.gov.au/def/earthsci-for
https://linked.data.gov.au/def/earthsci-for/basement-geology,basement geology,,"The study of the undifferentiated complex of rocks that underlies the rocks of interest in an area, i.e. the crust of the Earth below sedimentary deposits and regolith, extending downward to the Mohorovičić discontinuity. Basement geology may be self-referential in that it is also the study of defining what constitutes basement at regional and local scales, and whether geologically or economically defined.",bedrock geology,https://linked.data.gov.au/def/earthsci-for/geology,,,https://linked.data.gov.au/def/earthsci-for
https://linked.data.gov.au/def/earthsci-for/geology,geology,3705,"An Earth science concerned with the planet Earth and the rocks/materials of which it is made, the processes that act on these materials and by which these change over time, the products formed, to understand the history of the planet and its life forms since its origin, and including the study of physical forces that act on the Earth, the chemistry of its constituent materials, and the biology of its past inhabitants as revealed by fossils. Geology can also include the study of the solid features of any terrestrial planet or natural satellite such as Mars or the Moon. Modern geology significantly overlaps all other earth sciences, including hydrology and the atmospheric sciences, and so is treated as one major aspect of integrated Earth system science and planetary science.",,https://linked.data.gov.au/def/earthsci-for/earth-sciences,"https://linked.data.gov.au/def/earthsci-for/basement-geology|https://linked.data.gov.au/def/earthsci-for/basin-analysis|https://linked.data.gov.au/def/earthsci-for/geobiology|https://linked.data.gov.au/def/earthsci-for/geochronology|https://linked.data.gov.au/def/earthsci-for/carbon-geostorage-geology|https://linked.data.gov.au/def/earthsci-for/stratigraphy|https://linked.data.gov.au/def/earthsci-for/mineralogy-and-crystallography|https://linked.data.gov.au/def/earthsci-for/resource-geoscience|https://linked.data.gov.au/def/earthsci-for/engineering-geology|https://linked.data.gov.au/def/earthsci-for/petrology|https://linked.data.gov.au/def/earthsci-for/extraterrestrial-geology|https://linked.data.gov.au/def/earthsci-for/forensic-geology|https://linked.data.gov.au/def/earthsci-for/geohazard|https://linked.data.gov.au/def/earthsci-for/geological-mapping|https://linked.data.gov.au/def/earthsci-for/geology-not-elsewhere-classified|https://linked.data.gov.au/def/earthsci-for/geomathematics|https://linked.data.gov.au/def/earthsci-for/geotechnical-engineering|https://linked.data.gov.au/def/earthsci-for/historical-geology|https://linked.data.gov.au/def/earthsci-for/history-of-geology|https://linked.data.gov.au/def/earthsci-for/paleontology|https://linked.data.gov.au/def/earthsci-for/local-geology|https://linked.data.gov.au/def/earthsci-for/medical-geology|https://linked.data.gov.au/def/earthsci-for/military-geology|https://linked.data.gov.au/def/earthsci-for/marine-geoscience|https://linked.data.gov.au/def/earthsci-for/regional-geology|https://linked.data.gov.au/def/earthsci-for/sedimentology|https://linked.data.gov.au/def/earthsci-for/speleology|https://linked.data.gov.au/def/earthsci-for/structural-geology-and-tectonics|https://linked.data.gov.au/def/earthsci-for/environmental-geology|https://linked.data.gov.au/def/earthsci-for/volcanology",,https://linked.data.gov.au/def/earthsci-for
https://linked.data.gov.au/def/earthsci-for/basin-analysis,basin analysis,,"A geological method of studying sedimentary basins and their potential for energy/mineral commodities, by analysing the sediment fill itself (its composition, primary structures, and internal architecture) to synthesize the basin's geological history/evolution.",sedimentary basin analysis,https://linked.data.gov.au/def/earthsci-for/geology,,,https://linked.data.gov.au/def/earthsci-for
https://linked.data.gov.au/def/earthsci-for/biogeochemistry,biogeochemistry,,"A highly interdisciplinary field involving the integration of biology, geology and chemistry, and encompassing the study of the chemical, physical, geological and biological processes and reactions that govern the composition of the natural environment (including the biosphere, hydrosphere, atmosphere, pedosphere and the lithosphere).",,https://linked.data.gov.au/def/earthsci-for/geochemistry,,,https://linked.data.gov.au/def/earthsci-for
https://linked.data.gov.au/def/earthsci-for/geochemistry,geochemistry,3703,"The study of the distribution and amounts of the chemical elements in minerals, ores, rocks, soils, water, the atmosphere on Earth and within solid bodies of the solar system, including the distribution, circulation and abundance of elements (and their ions and isotopes), molecules, minerals, rocks and fluids.",,https://linked.data.gov.au/def/earthsci-for/earth-sciences,"https://linked.data.gov.au/def/earthsci-for/biogeochemistry|https://linked.data.gov.au/def/earthsci-for/exploration-geochemistry|https://linked.data.gov.au/def/earthsci-for/fluid-extract-geochemistry|https://linked.data.gov.au/def/earthsci-for/fluid-inclusion-geochemistry|https://linked.data.gov.au/def/earthsci-for/geochemistry-not-elsewhere-classified|https://linked.data.gov.au/def/earthsci-for/hydrogeochemistry|https://linked.data.gov.au/def/earthsci-for/inorganic-geochemistry|https://linked.data.gov.au/def/earthsci-for/lithogeochemistry|https://linked.data.gov.au/def/earthsci-for/mineral-chemistry|https://linked.data.gov.au/def/earthsci-for/isotope-geochemistry|https://linked.data.gov.au/def/earthsci-for/organic-geochemistry|https://linked.data.gov.au/def/earthsci-for/regolith-chemistry",,https://linked.data.gov.au/def/earthsci-for
https://linked.data.gov.au/def/earthsci-for/biogeology,biogeology,,"The interdisciplinary study of biology and geology, embracing interactions between the Earth's biosphere and geosphere (i.e. lithosphere, hydrosphere, atmosphere and cryosphere). It encompasses the biological aspects of geology, e.g. systematic paleontology, the study of organically influenced sedimentation, or the identification of a concealed rock unit by the type of plant growing at the surface above it.",,https://linked.data.gov.au/def/earthsci-for/geobiology,,,https://linked.data.gov.au/def/earthsci-for
https://linked.data.gov.au/def/earthsci-for/geobiology,geobiology,,"An interdisciplinary study of life sciences and Earth sciences, i.e. the field of scientific research that explores the interactions between the physical Earth and the biosphere to investigate the evolutionary interconnectedness of life and Earth — it deals with process (how organisms affect the Earth and vice versa), as well as history (how the Earth and life have changed together). There is considerable overlap with the fields of ecology, evolutionary biology, microbiology, paleontology, and particularly soil science and biogeochemistry. Geobiology applies the principles and methods of biology, geology and soil science to the study of the ancient history of the co-evolution of life and Earth as well as the role of life in the modern world. Geobiological studies tend to be focused on micro-organisms, and on the role that life plays in altering the chemical and physical environment of the pedosphere, which exists at the intersection of the lithosphere, atmosphere, hydrosphere and/or cryosphere. It differs from biogeochemistry in that the focus is on processes and organisms over space and time rather than on global chemical cycles.",,https://linked.data.gov.au/def/earthsci-for/geology,https://linked.data.gov.au/def/earthsci-for/biogeology,,https://linked.data.gov.au/def/earthsci-for
https://linked.data.gov.au/def/earthsci-for/biostratigraphic-age-determination,biostratigraphic age determination,,"The correlation and age determination of rocks through the use of fossils, i.e. the determination of approximate absolute ages from the distribution of fossil assemblages in strata and primarily based on a number of time scales that related absolute age to the established sequence of (primarily planktonic) fossil events.",,https://linked.data.gov.au/def/earthsci-for/geochronology,,,https://linked.data.gov.au/def/earthsci-for
https://linked.data.gov.au/def/earthsci-for/geochronology,geochronology,370502,"The science of dating and determining the time sequence of events in the history of the Earth, i.e. the study of the relative or numerical/absolute age of rocks, minerals and fossils. Numerical age is the measurement of age in years ('numerical' is preferred to 'absolute' ages, as the latter typically have some amount of error and are inexact) whereas relative age, in contrast, is the approximate age of rocks, fossils or minerals made by determining the age of the material relative to the age of and relationships with other surrounding material.",,https://linked.data.gov.au/def/earthsci-for/geology,"https://linked.data.gov.au/def/earthsci-for/biostratigraphic-age-determination|https://linked.data.gov.au/def/earthsci-for/dendrochronology|https://linked.data.gov.au/def/earthsci-for/isotope-age-determination|https://linked.data.gov.au/def/earthsci-for/paleomagnetic-age-determination|https://linked.data.gov.au/def/earthsci-for/radiogenic-age-determination|https://linked.data.gov.au/def/earthsci-for/tephrochronology|https://linked.data.gov.au/def/earthsci-for/thermochronology|https://linked.data.gov.au/def/earthsci-for/varve-chronology",,https://linked.data.gov.au/def/earthsci-for
https://linked.data.gov.au/def/earthsci-for/borehole-logging,borehole logging,,"Boreheole (or well) logging is the practice of making a detailed record (a well log, report or graph) of the geological materials and formations penetrated by a borehole. The log may be based either on visual inspection of samples brought to the surface (geological logs) or on physical measurements made on these samples or by instruments lowered into the hole (geophysical logs). Some types of geophysical well logs can be done during any phase of a well's history: drilling, completing, producing, or abandoning. Logging is performed in boreholes drilled for the oil and gas, groundwater, mineral and geothermal exploration, as well as part of environmental, geotechnical or geological studies.",,https://linked.data.gov.au/def/earthsci-for/logging,,,https://linked.data.gov.au/def/earthsci-for
https://linked.data.gov.au/def/earthsci-for/logging,logging,,"The acquisition of a continuous record as a function of depth, usually graphic and plotted to scale, of observations, analyses or measurements made on the geological materials of the section exposed in a borehole or of the sample (drillcore or cuttings) obtained from it.",,https://linked.data.gov.au/def/earthsci-for/resource-geoscience,"https://linked.data.gov.au/def/earthsci-for/borehole-logging|https://linked.data.gov.au/def/earthsci-for/core-logging",,https://linked.data.gov.au/def/earthsci-for
https://linked.data.gov.au/def/earthsci-for/carbon-geostorage-geology,carbon geostorage geology,,"Studies related to the identification of deep, subsurface geological sites that are suitable to act as reservoirs for the long-term storage of injected CO₂, to reduce greenhouse-gas emissions to the atmosphere.",,https://linked.data.gov.au/def/earthsci-for/geology,,,https://linked.data.gov.au/def/earthsci-for
https://linked.data.gov.au/def/earthsci-for/cartography-and-digital-mapping,cartography and digital mapping,401301,"The science and art of making maps and charts, and the specific use of digital technologies (mapping tools and software) to create seamless geographical displays of data as an image on a computer screen.",,https://linked.data.gov.au/def/earthsci-for/geomatic-engineering,,,https://linked.data.gov.au/def/earthsci-for
https://linked.data.gov.au/def/earthsci-for/geomatic-engineering,geomatic engineering,4013,"A professional engineering discipline that focuses on spatial information (i.e. information that has a location) to design, develop, and operate systems for collecting and analysing spatial information about the land, the oceans, natural resources, and man-made features.",surveying engineering,https://linked.data.gov.au/def/earthsci-for/engineering,"https://linked.data.gov.au/def/earthsci-for/cartography-and-digital-mapping|https://linked.data.gov.au/def/earthsci-for/geographic-information-science|https://linked.data.gov.au/def/earthsci-for/geomatic-engineering-not-elsewhere-classified|https://linked.data.gov.au/def/earthsci-for/geomatics|https://linked.data.gov.au/def/earthsci-for/geospatial-information-systems-and-geospatial-data-modelling|https://linked.data.gov.au/def/earthsci-for/satellite-based-positioning|https://linked.data.gov.au/def/earthsci-for/surveying|https://linked.data.gov.au/def/earthsci-for/photogrammetry-and-remote-sensing",,https://linked.data.gov.au/def/earthsci-for
https://linked.data.gov.au/def/earthsci-for/chemostratigraphy,chemostratigraphy,,"Chemostratigraphy, or chemical stratigraphy, is the study of the chemical signatures and their variations within lithological sequences to determine stratigraphic relationships. It includes the element of stratigraphy that deals with chemical signals as recorded in the stratigraphic record to identify spatial–temporal variations in the concentration and distribution of particular elements and isotopes (e.g. carbonate cycles and isotope cycles).",chemical stratigraphy,https://linked.data.gov.au/def/earthsci-for/stratigraphy,,,https://linked.data.gov.au/def/earthsci-for
https://linked.data.gov.au/def/earthsci-for/stratigraphy,stratigraphy,370510,"The study of the history, composition, relative ages and distribution of strata, and the interpretation of strata to elucidate Earth's history. The comparison, or correlation, of separated strata can include study of their form, distribution, lithology, fossil content, geophysical and geochemical properties, relative or numerical/absolute age, and their interpretation in terms of environment or mode of origin, and geological history.",,https://linked.data.gov.au/def/earthsci-for/geology,"https://linked.data.gov.au/def/earthsci-for/chemostratigraphy|https://linked.data.gov.au/def/earthsci-for/chronostratigraphy|https://linked.data.gov.au/def/earthsci-for/lithostratigraphy|https://linked.data.gov.au/def/earthsci-for/magnetostratigraphy|https://linked.data.gov.au/def/earthsci-for/seismic-stratigraphy|https://linked.data.gov.au/def/earthsci-for/sequence-stratigraphy|https://linked.data.gov.au/def/earthsci-for/biostratigraphy",,https://linked.data.gov.au/def/earthsci-for
https://linked.data.gov.au/def/earthsci-for/chronostratigraphy,chronostratigraphy,,The branch of stratigraphy that deals with the age of strata and their time relations.,,https://linked.data.gov.au/def/earthsci-for/stratigraphy,,,https://linked.data.gov.au/def/earthsci-for
https://linked.data.gov.au/def/earthsci-for/climatology,climatology,370202,"Climatology or climate science is the scientific study of Earth's climate, typically defined as weather conditions averaged over a period of at least 30 years. Climate concerns the atmospheric condition during an extended to indefinite period of time; weather is the condition of the atmosphere during a relative brief period of time and is studied by within the field of meteorology.",climate science,https://linked.data.gov.au/def/earthsci-for/climate-change-science,,,https://linked.data.gov.au/def/earthsci-for
https://linked.data.gov.au/def/earthsci-for/climate-change-science,climate change science,3702,"Climate change science is the study of changes in the statistical properties of the climate system that persists for several decades or longer — usually at least 30 years. In a broader sense, climate change science also includes previous long-term changes to Earth's climate. These statistical properties include averages, variability and extremes. Climate change may be due to natural processes, such as changes in the Sun’s radiation, volcanoes activity or internal variability in the climate system, or due to human influences such as changes in the composition of the atmosphere or land use caused by human activity (e.g. burning of fossil fuels, deforestation). In common usage, climate change is often used interchangeably to describe global warming — the ongoing increase in global average temperature — and its effects on Earth's climate system.",,https://linked.data.gov.au/def/earthsci-for/atmospheric-sciences,https://linked.data.gov.au/def/earthsci-for/climatology,,https://linked.data.gov.au/def/earthsci-for
https://linked.data.gov.au/def/earthsci-for/coal-geology,coal geology,,"Coal geology includes the study of the sedimentation of coals and coal-bearing sequences; their stratigraphy, age and geographic distribution; their physical properties, including coal rank and quality, and the associated classification of coals; their hydrogeological characteristics; contained gases, and the contribution of coal deposits (amongst other rock types) to accumulations of oil and natural gas.",,https://linked.data.gov.au/def/earthsci-for/energy-geoscience,,,https://linked.data.gov.au/def/earthsci-for
https://linked.data.gov.au/def/earthsci-for/energy-geoscience,energy geoscience,,"A branch of geology that focuses on the study of conventional, non-conventional and renewable natural resources used for energy production, i.e. including fossil fuels (like coal, oil, and natural gas), renewable energy resources (like wind, solar, and geothermal), and nuclear resources. This field involves understanding the formation, distribution, extraction, and environmental impacts of these energy resource.",,https://linked.data.gov.au/def/earthsci-for/resource-geoscience,"https://linked.data.gov.au/def/earthsci-for/coal-geology|https://linked.data.gov.au/def/earthsci-for/petroleum-geology|https://linked.data.gov.au/def/earthsci-for/energy-exploration|https://linked.data.gov.au/def/earthsci-for/geothermal-resource-geology|https://linked.data.gov.au/def/earthsci-for/renewable-energy-geoscience|https://linked.data.gov.au/def/earthsci-for/reservoir-analysis|https://linked.data.gov.au/def/earthsci-for/seal-analysis",,https://linked.data.gov.au/def/earthsci-for
https://linked.data.gov.au/def/earthsci-for/collection-management,collection management,,"Collection management refers to the development, storage, and preservation of cultural and natural property, as well as objects of contemporary culture (including contemporary art, literature, technology, and documents) in museums, libraries, archives and private collections. The primary goal of collections management is to meet the needs of the individual collector or collecting institution's mission statement, while also ensuring the long-term safety and sustainability of the objects within the collector's care. Collections management consists primarily of the administrative responsibilities associated with collection development and maintenance (information, preservation, movement, documentation, exhibitions and access processes), and is closely related to collections care, that is the physical preservation for posterity of items in the collections.",,https://linked.data.gov.au/def/earthsci-for/heritage-archive-and-museum-studies,,,https://linked.data.gov.au/def/earthsci-for
https://linked.data.gov.au/def/earthsci-for/computational-modelling-and-simulation-in-earth-sciences,computational modelling and simulation in earth sciences,370401,"A multidisciplinary field that combines geoscience with advanced mathematical modelling, simulation, numerical modelling, visualization and data analysis techniques. Computational geoscience uses large-scale, nonlinear models that couple multiple physical, chemical, and biological processes across various length and time scales to improve our understanding of the Earth system and its complexities, addressing geoscience grand challenges, and providing decision-support tools for geoscience policy makers and industry. The emergence of computation as a powerful tool for prediction and decision-making in the geosciences is driven by advances in the rapid expansion of our ability to instrument and observe the Earth, sustained improvements in computational models and solution methods for complex geoscience systems, and the relentless growth in computing power.",computational geoscience,https://linked.data.gov.au/def/earthsci-for/geoinformatics,,,https://linked.data.gov.au/def/earthsci-for
https://linked.data.gov.au/def/earthsci-for/geoinformatics,geoinformatics,3704,"The application of modern information technology/computational systems to organize, preserve, and distribute geoscience data, and to facilitate and advance their analysis, i.e. the science and technology that develop and use data, software, and computing facilities in the cyberinfrastructure ecosystem to address the needs of geosciences and related branches of science and engineering.",,https://linked.data.gov.au/def/earthsci-for/earth-sciences,"https://linked.data.gov.au/def/earthsci-for/computational-modelling-and-simulation-in-earth-sciences|https://linked.data.gov.au/def/earthsci-for/earth-and-space-science-informatics|https://linked.data.gov.au/def/earthsci-for/geoinformatics-not-elsewhere-classified|https://linked.data.gov.au/def/earthsci-for/geoscience-data-visualisation",,https://linked.data.gov.au/def/earthsci-for
https://linked.data.gov.au/def/earthsci-for/computed-tomography,computed tomography,CT,"Computed tomography (CT) is a method for imaging and analysing features in rock, mineral or soil specimens in three dimensions using energy attenuation of photons (X-ray tomography), neutrons (neutron tomography), ultrasonic waves (ultrasound tomography), or using magnetic resonance (magnetic resonance imaging). The detected data are used to reconstruct the internal distribution of materials.",,https://linked.data.gov.au/def/earthsci-for/tomography,,,https://linked.data.gov.au/def/earthsci-for
https://linked.data.gov.au/def/earthsci-for/tomography,tomography,,"The non-destructive, three-dimensional characterization of earth and planetary materials that uses material-penetrating energy sources. Tomography methods in Earth Science include experiments in controlled laboratory settings such as computed tomography of rock samples or soils, and field experiments such as seismic tomography of the Solid Earth.",,https://linked.data.gov.au/def/earthsci-for/geophysics,"https://linked.data.gov.au/def/earthsci-for/computed-tomography|https://linked.data.gov.au/def/earthsci-for/seismic-tomography",,https://linked.data.gov.au/def/earthsci-for
https://linked.data.gov.au/def/earthsci-for/conventional-reservoir-geology,conventional reservoir geology,,"The study of conventional (carbonate and clastic) petroleum systems that contain hydrocarbon accumulations and are defined as those where buoyant forces keep hydrocarbons in place below the sealing caprocks and permit petroleum (oil and/or natural gas) to flow readily from reservoirs into wellbores; i.e. are accessible by standard oilfield techniques and typically do not require advanced drilling, completions, and reservoir stimulation methods. Studies of conventional reservoir include assessment of rock properties, particularly porosity, permeability and compressibility, and of the timing and mechanism of trap formation, as petroleum source rocks, reservoir rocks, impermeable caprocks/seals must form in a favourable sequence to allow accumulation in reservoir rocks (following petroleum generation in source rocks and its ensuing migration therefrom).",,https://linked.data.gov.au/def/earthsci-for/petroleum-geology,,,https://linked.data.gov.au/def/earthsci-for
https://linked.data.gov.au/def/earthsci-for/petroleum-geology,petroleum geology,,"Study of the mode of origin and conditions of accumulation of hydrocarbons in the Earth's crust; their exploration, involving application of the techniques of geophysics, geochemistry, paleontology, stratigraphy, and tectonics; and their evaluation. It includes the assessment of petroleum systems and their composite parts: source, migration pathways, reservoir, seal, and method of entrapment.",,https://linked.data.gov.au/def/earthsci-for/energy-geoscience,"https://linked.data.gov.au/def/earthsci-for/conventional-reservoir-geology|https://linked.data.gov.au/def/earthsci-for/unconventional-reservoir-geology",,https://linked.data.gov.au/def/earthsci-for
https://linked.data.gov.au/def/earthsci-for/core-and-surface-sample-petrophysics,core and surface sample petrophysics,,Studies related to the measurement of petrophysical properties in samples collected in the field or from drillcores.,,https://linked.data.gov.au/def/earthsci-for/petrophysics,,,https://linked.data.gov.au/def/earthsci-for
https://linked.data.gov.au/def/earthsci-for/petrophysics,petrophysics,,The study of the physical and chemical properties of rocks in relation to their interaction with fluids. A major application of petrophysics is in studying reservoirs for the hydrocarbon industry (especially the distribution of the pore system and its contained hydrocarbons and water).,,https://linked.data.gov.au/def/earthsci-for/petrophysics-and-rock-mechanics,"https://linked.data.gov.au/def/earthsci-for/core-and-surface-sample-petrophysics|https://linked.data.gov.au/def/earthsci-for/downhole-petrophysics",,https://linked.data.gov.au/def/earthsci-for
https://linked.data.gov.au/def/earthsci-for/core-logging,core logging,,"Core logging is the systematic recording and analysis of drillcores, to provide geological understanding of the materials penetrated by a borehole, and to assist in resource estimation. It employs different methods and techniques to characterize subsurface minerals, rocks and formations, as well as their geometry, structure and relationships relative to depth — by observation, measurements and analysis. Although a large proportion of drilling is carried out in the pursuit of mineral and energy resources, core logging is also a critical component of other investigations (e.g. stratigraphic, geotechnical, etc.).",,https://linked.data.gov.au/def/earthsci-for/logging,,,https://linked.data.gov.au/def/earthsci-for
https://linked.data.gov.au/def/earthsci-for/core-spectral-imaging,core spectral imaging,,Spectral imaging (typically hyperspectral) of rock samples such as core.,,https://linked.data.gov.au/def/earthsci-for/spectral-imaging,,,https://linked.data.gov.au/def/earthsci-for
https://linked.data.gov.au/def/earthsci-for/crystallography,crystallography,,"The study of crystals, i.e. of homogeneous, solid bodies of chemical element, compound, or isomorphous mixture, having regularly repeating atomic arrangement that may be outwardly expressed by plane faces. It comprises studies of crystal growth, structure, physical properties and their classification by form. It includes optical crystallography (the branch dealing with the optical properties of crystals) and structural crystallography (the study of the internal arrangement and spacing of atoms and molecules composing crystalline solids).",,https://linked.data.gov.au/def/earthsci-for/mineralogy-and-crystallography,,,https://linked.data.gov.au/def/earthsci-for
https://linked.data.gov.au/def/earthsci-for/mineralogy-and-crystallography,mineralogy and crystallography,370505,"The scientific study of the chemistry, crystal structure, and physical properties of minerals and mineralized artifacts.",,https://linked.data.gov.au/def/earthsci-for/geology,"https://linked.data.gov.au/def/earthsci-for/mineralogy|https://linked.data.gov.au/def/earthsci-for/crystallography|https://linked.data.gov.au/def/earthsci-for/gemmology",,https://linked.data.gov.au/def/earthsci-for
https://linked.data.gov.au/def/earthsci-for/data-mining-and-knowledge-discovery,data mining and knowledge discovery,460502,"The process of extracting and discovering patterns in large datasets involving methods at the intersection of machine learning, statistics, and database systems. Data mining is an interdisciplinary subfield of computer science and statistics with an overall goal of extracting information (with intelligent methods) from a dataset and transforming the information into a comprehensible structure for further use.",,https://linked.data.gov.au/def/earthsci-for/data-science-and-data-management,,,https://linked.data.gov.au/def/earthsci-for
